id	filename	md5	size	state
1b7013e1-8acb-4c8a-9012-1b4a8c29fe75	e4b1ed66-ee93-4b3f-922f-f386412247ec.htseq.counts.gz	fd5c36846ec26470d0bd1025f218f901	251633	validated
1cd68561-f8a3-4e27-b74b-4ebc83532dd4	31a7a535-c256-4c8e-bbef-597571b134d6.htseq.counts.gz	a049806707164111e279dc78078ddf8e	253583	validated
1f5152a5-04aa-4389-8c09-aee3b02d8ff3	e50711df-fe6b-480f-97c0-e150cb5d3a5b.htseq.counts.gz	ddd66dfbb17ceb234d1002ae9730d0e9	254654	validated
20ef7e72-9b76-4a4f-985c-1c35503b3e86	d5e1f394-fa12-4197-ab85-2e738847527e.htseq.counts.gz	67cb9dee336b7e1aab6c41a9bf1fee40	251866	validated
22f66f1c-b986-4ca5-93eb-0ac92dc1b39a	f3cf307e-8d8d-4477-9531-ccd7a877e829.htseq.counts.gz	e61adbc997ee12aa17209597a14bab87	254426	validated
2a1ad552-6622-4e0c-85c5-a3af9d30134a	9151bbcc-ecef-40fc-8834-e24ff848e1a2.htseq.counts.gz	7acc25febf2e7a73a0e83c142b5f6741	257275	validated
2a79050b-9bb9-4111-a8aa-9ebcb9d79138	8bf84ab0-7a48-4d98-bfc0-88537003ecd0.htseq.counts.gz	cf76c9f6dc5115d36b5441815e75ae3d	247930	validated
2b910e19-170e-4f6a-b5a5-6ff4c218aa41	446db9e9-d5aa-48ba-a84d-cf6a7d8f8fc4.htseq.counts.gz	c3356c1c9c843e76b6a9539db6f7551c	254470	validated
2c229ae0-c08e-43fa-8661-4229157ee6b2	bc4f3a78-39a4-4a92-ad83-df251c5bf994.htseq.counts.gz	f4598f6a4e96cbcba51be42f4a859b0a	245145	validated
2c4a8992-452b-4e11-bac3-74e9fe1a3aac	bc3a0b4e-47b3-4afa-b730-1f316eb4f783.htseq.counts.gz	3f97d4ad9c2ae4c270fa1e39708d5d7d	250982	validated
2ef3833c-cdb1-47c0-bb51-2634a773cc86	0362fa45-2de2-4d3a-a8bc-a0e3bd23c939.htseq.counts.gz	b478d59cb1908b5d20ae80744c73a4d4	246993	validated
2f89d3d9-0480-4213-aab2-b19870c366b5	7e45a7f3-2613-498c-aa3b-d8cdc5001386.htseq.counts.gz	b63c66e0691ed0479c18939c38b5a0b2	252438	validated
302eede7-3d7c-4718-ac97-9546aef0d2fe	61164db7-6b71-4a35-a799-8abcfb5ce4b0.htseq.counts.gz	72fb8d1156e09d015fb12e501c431ee5	249718	validated
313facf7-de35-45ce-a9fe-aa112e4ca7e9	2496e6ca-cfe1-4160-9a5d-d8d0c1853062.htseq.counts.gz	5844dd3d224cbbd82b607c9b16682bf3	256670	validated
3526ceee-b8c4-4392-bfed-749aa48722ab	5e2b0dc5-c09b-4334-9f2f-c8e75380d45c.htseq.counts.gz	81c9735cc5992363f00b414711ba3152	249298	validated
3560fd9a-f134-4e95-ae7e-efc75ad33b3e	7bca938a-45fa-4a07-ba7b-71796388e645.htseq.counts.gz	20ea8552fe5e32dd6867dc9a07b567b9	250329	validated
3a44af70-172a-4df6-ac4b-7ede52dfa58b	2daf968e-55ba-42e4-a420-25a691604027.htseq.counts.gz	c33f76d0d3493349a7e81a665d795c68	256759	validated
3ab392ee-0968-4521-b625-36f4026e042e	41e67c8d-6dcd-44e7-9665-8f3a91406ed8.htseq.counts.gz	e4a9ca369086381fa8f3e492989473d4	251973	validated
3b9e475e-9e61-4590-84bd-c18725c4ac8d	6c4588e2-ce36-4ac6-b8b1-35f8dad9d4c9.htseq.counts.gz	ca382e778e650ef9a9dd307aeb237713	257138	validated
3f34af32-53c9-4b97-8886-a3057991c466	6221d7ba-de98-418c-a341-2a6cbc3ccf23.htseq.counts.gz	3213632271562024dc87b9a6692f6a8e	240468	validated
405b2663-9223-46c8-bcaf-41f0d5b13b2c	6892a129-ae07-49df-a018-30c63c4d3bd7.htseq.counts.gz	df983ce2d358ab63e163a113eff34163	241874	validated
4221fb8c-44e6-4e2a-9207-d8868cfb6ce5	118933b6-86c7-4668-9973-424ece352a60.htseq.counts.gz	252f347b3a007eeb1b663db8c5e27278	253864	validated
4381eb58-5827-4773-8765-da4479b781d8	9f124994-5787-488d-b679-a33419ab63e5.htseq.counts.gz	401a5def9e6c75d90d6e7487189e26f7	252586	validated
4397e9b0-2971-44d5-90ac-500f4af28f78	1bc56e7f-f29d-4776-984a-2cf3dbf7efc4.htseq.counts.gz	17026c6f291380a90ebbaaa4602de5c0	245295	validated
4dd3f02a-ddf6-42ea-9067-25a248085117	2447bf34-31cc-4c9a-8521-77f45a92ed97.htseq.counts.gz	30521e81c4aac24643a0fbd1f4aa272e	258182	validated
51cc33c2-23b8-485d-8a67-afd3f1952f01	96b0e0aa-1d9a-4864-a53a-481fc7446cda.htseq.counts.gz	8a1bea3de4115624675639dc5e1c25d0	256507	validated
52a55f9a-f65e-4904-ad6e-9d00517ad984	23c08503-80f7-4a8e-94fb-4a51dcebd78b.htseq.counts.gz	f9d0d2baf1b8782cfd0b193ed7050780	256311	validated
536f5a77-0087-457d-ac95-6d1a9abad8cb	9e8b528b-1172-4c07-a09b-ebb23cf2310c.htseq.counts.gz	65546e6ba8d14d94e53f0186073d7477	250054	validated
558c4654-1be9-4eb2-9322-af29c48035ad	026527d4-007c-4c4e-9bd5-855c44bbe7b0.htseq.counts.gz	6789132c488c3c4f5882c78936f58f54	255947	validated
59347779-3cdd-4a04-bf7c-b9d4922151f7	6aced1e7-3d02-4fbf-8209-12406dcfd20f.htseq.counts.gz	6be2afc62ab3b2bde22da85325e2ccc7	254763	validated
5c287d80-d4d1-4728-afd2-875b0fe5c141	6484ba80-6c7a-4a1d-a09c-4ecce57f971c.htseq.counts.gz	6539480209c2ebc93b6149c97c255b4c	256231	validated
5c3526dd-343b-452b-bd79-876af18dbbc9	ac5bc405-b210-4bf3-a4e6-6ff071aa59c7.htseq.counts.gz	f42b09da21a02bd529b90da57b0bdbab	252081	validated
5dd56b1e-be8e-46a2-9bd2-c7da4bb7e30d	4810fb0a-881e-40be-9705-9c41b143e83b.htseq.counts.gz	3e8b98ef4a0aa9b205c8ca5c7cf1b946	255934	validated
5fbce707-1518-449b-9076-784b3d6f3276	02d58612-fa28-4d8e-b933-95f5f01602d3.htseq.counts.gz	b1f302fa8589dd0b8ea41124532ad373	256014	validated
60082a02-daef-4780-89fa-68f8a967515b	b36d3864-0d7a-4362-9bc4-89e5e16e5c25.htseq.counts.gz	45b2abd8a7adc86490adb6f6bd4c50cc	254702	validated
603771bc-4e5b-4052-857f-9f55493affb2	b275a5d0-b9fe-4838-adb0-34db16a246af.htseq.counts.gz	3537ee2b5450294f1c2c85a10965e505	243040	validated
60c6e259-0a41-4124-a341-6c6f218281a2	f5c9ea63-ff66-441a-9a6b-055fdcd7cae9.htseq.counts.gz	7f9bb563300adf99004bb2f9e1f9a15f	248992	validated
60d1dfdb-b77a-4b68-baf3-02055ba74154	a842f65f-8e47-4ddb-81aa-a4acff6b4963.htseq.counts.gz	c4860fecc2c9741b094d0a1aacdbd8b6	255271	validated
6189d5b9-7db0-41a4-8be5-96346d5be942	7985247f-9162-420b-b09c-55c977985b1e.htseq.counts.gz	3d34d5d03c5f2598fb15197ee543b3de	256910	validated
61da654b-3099-4fe2-988b-a7e017acd4d1	f1afa28b-fac9-4e2e-b447-36097ef45a0b.htseq.counts.gz	5944a85ea4ca0785889cc79d83d0eb40	259028	validated
6287b98b-2643-482d-831a-d4afcc8fe757	c13bf3e3-3287-485b-a5d2-5371af7897fb.htseq.counts.gz	6dc126b803cf4dae79d77eec8fd5094e	256573	validated
6599630c-662c-4837-9e7c-1e31b64c709a	cfd06ff6-87b9-4ad3-8ebf-3bb6299449a5.htseq.counts.gz	cac67eb4326072e2c7291eefc918342e	252973	validated
65bb4c18-acb3-4caa-835d-075d2d6a20bf	cf503a9b-6af6-461a-8833-a6d26c99bdb7.htseq.counts.gz	d81a855704148aa79e10594e86a9036b	255624	validated
67d13eaf-3ac0-400b-b3dc-ceea4efd1010	c2e12b8b-e04b-4805-b157-b6148efb9f9d.htseq.counts.gz	d8ca841df035e850d8c20da153ff8899	257548	validated
6dd83c4d-fe7a-47b1-b2de-92af75291c78	ae2e66c6-a69c-45c6-8584-82b4da9899e0.htseq.counts.gz	0e728a70022839ec963737b03e21f76d	256713	validated
6e023451-138e-41c2-a765-9b72350666d2	ec8fb205-0d42-4a66-b8ec-5bdd5da8a23b.htseq.counts.gz	5080c6772e45ffff7c8a5c72359bde3e	242483	validated
6e661601-bb04-4317-a108-6e164c3088ee	7b8efa91-179f-44e1-9019-a3361b81a020.htseq.counts.gz	467c248b51a7b0636df12b95c4ec5ee6	252661	validated
74834efb-9c43-4e7d-b9b7-5711ed83d25a	40633fb7-6665-4897-ba2d-76502e35dcd7.htseq.counts.gz	b1291126001abcaf231045da8a4a176b	259129	validated
7873c670-d828-4c2d-88df-ba37aacc3262	87ba691e-883a-4e45-9649-ab80e53c9243.htseq.counts.gz	59823e3a08ec07da0e8a85a0f8b6e3f2	258794	validated
7d62fa5a-9df0-42eb-8111-989b15862d3f	6598740f-64d5-4b20-af26-dac644efc45f.htseq.counts.gz	3585cdd7411b42c7f74b55f09ca628c9	261441	validated
7d970a0a-2b7f-4946-b388-67f698aab941	05eb3daf-d392-4ede-87d6-8f0aef8b6372.htseq.counts.gz	57daa32a649cf302c719867d9590e96b	259031	validated
80d396ea-a445-4dc9-9555-812208a31019	c08817f0-fc05-44ea-8a92-8b7538ac49d8.htseq.counts.gz	c0c9d5474b4652e84471c3f08f287546	257046	validated
8325095f-317c-4224-bde8-0b997b6bd151	16d2659e-8bd4-4956-b6f7-6f8aba267527.htseq.counts.gz	85e84d44112e5d39f7178bfdfb771351	250236	validated
84edcd0c-a7b1-4465-987a-a69a9841137c	f95d940d-7b92-49a5-a1e8-b8ee263ae306.htseq.counts.gz	7144a6d49639e9c84d3b5899779bd14b	250386	validated
8889cc8d-8a35-4ec7-8a8b-fff98df2b61b	91710332-c9b9-4ebc-9834-45866dd3873b.htseq.counts.gz	f1281f1e74ee63d85c3fe049c2ee7558	252654	validated
88e053e7-9f23-4fd1-8a6e-c1a13baafdc2	a2e1b373-9085-4f03-8238-c428d229624f.htseq.counts.gz	58247e1037d75199b02abf5a18d1e026	249418	validated
8a8c6c6c-971a-4045-b04d-9325195a1598	7a3c64e7-98bc-4cbf-8a2a-0c3314d46ad2.htseq.counts.gz	b1d57c952c991f2c32530182f9249c10	256454	validated
8d8c295a-9a07-414e-8f4c-3a0f6575e2fe	f43699d8-3acc-445d-8ab2-9475194ebbc9.htseq.counts.gz	f6fd8e977e4b627cc35fdfdec3eddd37	245607	validated
917f39cb-cd29-41d5-9b72-cc4d14aac2a0	5774022a-7bf2-4fdd-a4a5-f9aa33c2174d.htseq.counts.gz	40d8d4b8aa7acc2702c7b3a4b8830a7c	254589	validated
92855612-674b-4a51-84fb-f8641c7921c2	98921931-2f32-470d-97ae-824716d1c034.htseq.counts.gz	cec1e289b42b6cf574fbd84aa6c5344a	251645	validated
92ab7ab5-7695-4aa2-81e9-6c6759f37b49	71550bf2-086d-46ac-aee3-958bbac2d2ab.htseq.counts.gz	9a96a8e6a4856c3dc920d5cc9d445c9e	254947	validated
96124930-9504-4947-b81f-5ff241691f6f	984ea13e-adc6-48f7-830d-66ce450a2ea0.htseq.counts.gz	c4370df6e6da89350ad33d7805bc29a4	254570	validated
9aac5023-dfd3-4b10-9a50-3746cc18414d	08e381b6-7100-4628-8ae7-ecdf42827902.htseq.counts.gz	25f8e26bf47e3670d6efbe8e92dba596	255489	validated
9c546435-1d9a-4557-b296-df0800dfa995	3f4c303e-97a4-4171-b389-0d8dfce24aa7.htseq.counts.gz	8ce298309df5fbb71e01914d8ebb94e9	256478	validated
9c9d5ecc-f8e5-45fd-8a2a-6cad5b08e00d	e1e8bd0c-ea43-45fb-9e42-80b37df2ee3b.htseq.counts.gz	302de3fc7fb8e6747e1a362dbd61416f	254003	validated
9f72ca38-9ac9-4cea-9f24-af61b76a0920	c2b14984-5f00-40a2-b977-990f30066906.htseq.counts.gz	20df5ea19efa9cc3ef675b765edbbc83	253624	validated
a09bfab4-9d0d-40da-ac52-640f15a91f2b	7b2cd944-1cd6-4107-8aa6-11913ee32257.htseq.counts.gz	9419c893a35d5130691c0c6f0a64f78d	251587	validated
a2605a35-f66c-4f07-bfd8-773db1b8050b	c49cf84f-cb19-4e11-9a71-4825bc906382.htseq.counts.gz	0cb78b1a3982f08d5ec8c58c67838dbc	252623	validated
a35c94a8-a70b-4d98-beb1-895d6d3091ac	70029e42-3b29-48f5-908e-7cd203103277.htseq.counts.gz	52d6a791a4e09597275081105d791ab2	257950	validated
a3eec6fd-74e2-4683-8d54-e72e628fabf6	cd1665ab-4599-49b1-9d3d-b106dfbf8bcc.htseq.counts.gz	69168c24bd36c1f497583c2e5f6d6659	249427	validated
a86d87e5-dea9-454b-ab89-e0e6359f10d4	9b571cc1-447f-4fa1-b797-bf95c1ee2372.htseq.counts.gz	c4324b02673482a2e3e0c73549f9f9f8	255151	validated
a8e42d41-45f8-4ea0-8d2b-441031f8b1d9	176fb648-e391-42ea-a50e-e5e6a3926b50.htseq.counts.gz	178bf04ffc0cb458133988419bf7a477	254516	validated
aa0de4fa-8488-4602-be00-4dfe06c1c4e0	06f6022f-d28b-4c80-ac20-ee5923b5e0b5.htseq.counts.gz	e619e6e3a42ba8437b4a98d8e945bf72	255763	validated
aa3c8e63-a0b8-4c69-b34e-74c8b0e2d9c4	289f5ff8-da39-4b95-a374-56bdbb866e49.htseq.counts.gz	4e6ba4a2c83afc81352a8043645ba2ac	252980	validated
aaad18a4-17b4-43cb-984c-ad491c54b7f6	f4a128be-6910-49c3-9f0c-b6bd702ab7ce.htseq.counts.gz	cdee0fd19c6105b7ef36578c7c87e23b	259279	validated
ab380296-c6bd-425d-af7c-3472622c0ddc	acb73f33-8386-4bf4-a52a-4c2518177da7.htseq.counts.gz	89a3e0560f726cec12c28e9f63f0e227	259562	validated
ab594e53-9849-474b-99d0-d486f5d8ca4d	13352bd8-ba40-4ea5-a23e-9aa538291ba8.htseq.counts.gz	c78342c7f28a79ab996770b65f2b9432	256014	validated
ac9b5b1c-5652-47db-aa97-16236e34fab4	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b.htseq.counts.gz	72e0a66e6336d67bcbf5f9ccf6dd383f	252502	validated
ae3f50ff-c20b-4d89-acab-d994b4ec3562	6f7a250a-353a-4306-8c29-eec6582884eb.htseq.counts.gz	7ba17554cdd206b41299b966faf8e7dc	248642	validated
af091eb0-baf2-4d5f-9118-8a1a0dc896dc	e84e835c-ce99-46bd-a50b-068cfb983143.htseq.counts.gz	6a817c12b51d0543ec8d1a1bb4f40c8a	252106	validated
b3b5f98b-fe2a-40c3-a2d4-b2e294b434d3	289c081b-c496-44f5-b6b3-f33887932d83.htseq.counts.gz	32dd5aeebfb0e3119e9a66ee9ac7ffee	256963	validated
b78740ea-66ee-4ed4-b5e8-a2b2ae621c33	9da11996-ba83-4163-bc96-c20a038ee77b.htseq.counts.gz	7f4f67f8a14519c3baa666eeb2b83475	260099	validated
b7fb1af9-c943-4075-82a3-0e75b3b9cfcd	02b3ab24-8d8e-40b4-b0a5-d69aa69e0a6f.htseq.counts.gz	b52cc79433c633782301d5a7a605522d	258650	validated
b8eed826-6051-4358-9b3d-44d1553dd9ad	ee4dcccc-514b-4cc6-ae63-6ed3e7519a40.htseq.counts.gz	a1724a9211cf48ae6ef8abac21f19ff4	255134	validated
b973c600-7235-4e34-99c7-03225d92156d	ecf78283-0eb3-4710-8e5a-30f56da510bd.htseq.counts.gz	64ce2565378fa81bf11d3bac679e85fd	253627	validated
b9cc93e1-c67b-4623-9a74-8491cb01eee9	cd486a20-1d8c-46d7-b49e-28f6e0e86ea6.htseq.counts.gz	04d3e4eeabef0d6fe33c8596ef581cf4	248937	validated
bb1c93af-5c44-4f7b-8d34-ed1940472570	6a508e94-c094-4c0f-85c3-5ea50b54a399.htseq.counts.gz	7b9301e4e82554be6b4a4c1adf94bf72	257600	validated
bb24a55a-91cd-4c30-928a-98d1c216c823	2d132729-4fe5-4760-88df-541b44c24302.htseq.counts.gz	5acacc743c3c513cd2b6644de5aaf74d	245344	validated
bc68952d-15cd-4f60-a425-b795ca5a9de8	57b2e9d8-ddae-4457-9959-0d911288e8dc.htseq.counts.gz	7bdbda1ed29a1f19559bdbdd8cc0dbb3	253006	validated
bde7dd8f-ee95-40dc-a508-b666ea2d5505	73bcbb60-38af-4143-95e9-1a842cdf9c20.htseq.counts.gz	525ff7d895d1332cc34d1b4d8bcb5923	253859	validated
bead64ab-3233-49df-a254-660ebc4e8928	9abf327b-d44f-435d-986d-09107bcd2643.htseq.counts.gz	d8b54454212fbc0af77ef361733c9478	243510	validated
c38556a9-570f-4406-b0f1-8b0d1cfe1829	3684c680-68bc-4a84-b8f9-13142c6276e6.htseq.counts.gz	6d145d55d6be5b21aaa346cd178c9d08	249978	validated
c425fe06-a1c3-4b2c-a09e-4f2981770196	708e035d-e38b-4969-a96e-f7c324b3f8a3.htseq.counts.gz	22e4c7a773d4bd27268f777a2b6858e2	247386	validated
c51ba8e3-6bfe-47da-b1df-cf62f2d640b5	34119118-6feb-4641-9e6c-485981c7984b.htseq.counts.gz	5b3e11db00f52e43f71b1737a3d20580	252921	validated
c56b4ece-fc5c-4c53-a4f1-477537b33c8a	fde67178-6278-4872-a2c4-cfa32f71fdbe.htseq.counts.gz	e01c06dc814b6c9744d2dbf1d21f8447	249910	validated
c63349d2-265f-49c8-a8f0-8b19530f8967	00511204-3512-4a5e-b664-60271e968903.htseq.counts.gz	31fd8aa8213c84ad2c70694008ffdfdf	250331	validated
c64bb408-1b1e-4a02-b796-c40654e4145c	2b8bf629-3c22-4dcb-a9a5-ec01c5099167.htseq.counts.gz	5fe7672f00889feb15c2f29f97fd9a12	239512	validated
c6fbc477-2757-4b55-86b6-49a7c651e97c	fa7877bb-9e46-4ecb-8c47-501893ce2410.htseq.counts.gz	b197de1ff7dc563603b1b3de5a16b319	238686	validated
c82042bc-5989-493e-8b68-16ff0284bb0d	60ab519a-f3c5-422d-9c2c-6876c2cd9687.htseq.counts.gz	32f198f005ddf03b50b5c5e73f269e4c	251731	validated
c8f7bd7e-b434-42cf-9bb3-415decab5b05	2b96185f-43b4-4581-b74c-329e870252a0.htseq.counts.gz	1b3901e1653870b071be83f3dbe4f292	250314	validated
cb9f351a-0c0a-4209-acd3-f14fac7ed0e5	3935d0b9-f79a-440e-abc3-d39a8ec88f11.htseq.counts.gz	0f1dbc3547066f466e6b37a3bd5e4a72	247623	validated
cbd48108-afce-4f8e-ab33-db9d567834d3	b2ca49c5-527d-43e0-8280-6fe8ff7b3738.htseq.counts.gz	270be55802050abfb9b08b717f937063	250536	validated
cc01b2b5-6520-4522-9bf6-5b23983abcee	125012fe-2fcc-4210-bdb9-777b10df95ff.htseq.counts.gz	e046169d581c5c130ec261a9a3fd07a9	249433	validated
cd46404f-c6ba-4495-9f3e-be648e9bc8cd	7403bf3f-1678-4b86-b094-c87c993e583f.htseq.counts.gz	8eed1b142231523ad9d712bc2eacf2f0	259772	validated
d1c5a0b9-da3c-4ecf-b0bd-3e9b822449f0	49d22e23-102c-4ea4-84bc-215dd2e8002e.htseq.counts.gz	7254951ae6fcf26b44d151e1a078b8cc	253924	validated
d45a9e29-bb66-4282-bd40-dbe273c93d6f	96ddce60-2be5-4f57-814b-35722aa00fd9.htseq.counts.gz	c04f51b73046709d6284d4f895124073	260544	validated
d926deb0-d7b4-402a-a002-96ef5c7d4d13	3dce2e68-bcf1-42b6-9374-b2724a0f5242.htseq.counts.gz	a0646644ba5f47453806109a831af3e9	254120	validated
d9c2ea54-d691-433e-a9f4-225b286686a1	f0b61979-b534-4fbb-863b-4a368818df92.htseq.counts.gz	735bfc4e70c76614f02b91b75bfedff2	254756	validated
dc02de08-0bd3-479b-8db7-bf5735d3b320	b580063a-0bcc-4816-b8ec-310890b995a5.htseq.counts.gz	0568d1470f72ba691eb2f0d7cfc34adb	256386	validated
def07c32-2609-4dc0-bc70-49e4ea9fc60c	f1fcd165-ddbc-44b8-b062-ae5199c53cba.htseq.counts.gz	e716d06e71c805ff644f79cff5c5f25c	250119	validated
e054202c-13be-47be-9475-860e444a3f17	6a818968-d75b-44b5-8b1e-53ff8274ea92.htseq.counts.gz	062da20718f3a0838c18d81bcc1b9355	250062	validated
e0822da0-24d1-413a-b87f-5c6a242d3732	33dbd5a5-f760-491a-aef5-5ff8be13a8cd.htseq.counts.gz	358d89945590117c50f09320c7df68d6	255045	validated
e2054010-5b2d-4072-84c7-687cafecd16f	37a13940-09d8-4a6f-95fe-83fa0bc0b6c2.htseq.counts.gz	52913234908c0d276613851532f92578	246976	validated
e453e4de-106a-4aff-80a9-e2154cd55157	20d85581-6c70-4c0c-bc9c-93c3e3a08bc3.htseq.counts.gz	0e87af13f73e36f4f311a78c9bee3b07	254186	validated
e6677719-1345-4c53-85ba-b6e26b02ee22	538ccdcf-15bd-4f2a-9c0f-9fb7b251caeb.htseq.counts.gz	1b140f7840deb19473bec9670ed362c9	254340	validated
e829dfb2-2113-4471-b4cc-72a0e77bcd89	a73b7250-3437-4279-b3e1-1add31d7b3fc.htseq.counts.gz	9a3bf4b35a56e8bc24aeaef7cbd695a3	255425	validated
e8466595-c5bd-4b8c-96b7-64b354f09466	7b98f1f0-ec44-4414-8e1c-0d29a386e45c.htseq.counts.gz	9bcabb046f19820694e1c17b646605f9	253765	validated
eb59b97e-effe-40c6-a582-7bea00a42d83	9d6e58fa-a1b1-4e82-96fe-d3d91528722e.htseq.counts.gz	cd28b2f04de8abb85dad9cc30ab3b334	249200	validated
ec384867-a44c-49fc-86c9-96bab1b2ddd2	d7047346-49fd-444e-84d2-c3e4b7cda15b.htseq.counts.gz	cbafe1ed27e6e778fe84f5c313e202cc	258388	validated
ed9dd559-08fd-4fa1-b97a-bbf27d3eb70e	21981535-9a4b-44ca-a3c0-3f52f4c0d29b.htseq.counts.gz	df5495b58f79e087c8e94a542ab338ac	251242	validated
eed6ce81-2d05-4e3c-bb74-a4601ba8c161	2c6a02ee-c88a-4e23-8915-6976b95386e3.htseq.counts.gz	18bf1b4be5d9fb2dde5921e1ad07049e	258278	validated
f068b5b5-abca-45eb-9a2d-27ddd7781cd7	9882f530-c5b1-4306-ac6e-aafe915ac56f.htseq.counts.gz	ad314ca04e55b2f6c3b289e42961821a	250587	validated
f5cf4d3b-50f0-4c39-a8c3-450436f5844a	e57fc205-c603-4fda-9524-85257817f713.htseq.counts.gz	c37d928c63d683c66eb158535bb0fc8b	242199	validated
f6a25cbf-8700-4232-9eac-dd38270dc8d4	8c36062e-bf1d-4d6c-be76-37d9fd4805bc.htseq.counts.gz	533ea993c7fd9460a4b20f50fb32e43f	256494	validated
f6ee2f6f-4432-472e-a450-0350a4061bd4	c1a570df-7a5f-44a1-9569-8a7eecb651d0.htseq.counts.gz	4282ab08f2ecd760cf24e9dd3bcfdc80	252112	validated
f8cd3f2b-91ba-4364-ae04-63ac9b6c055c	22562d81-b588-454e-bf1a-c67bd24f0d54.htseq.counts.gz	2bb8108ffd82f8aab56e35165540c778	252017	validated
fb7fd72b-8328-425d-8724-96fc7358cb69	3251fab1-8a05-4a78-98f5-0771528310bf.htseq.counts.gz	4db39e895fbc0b759e0ee87cd12ac0d1	256160	validated
fc4a31bb-7dde-40f8-be1e-2976f9413ef5	6776d40b-9c3d-446c-ac53-2b9995256580.htseq.counts.gz	622e6a12adf4fa84dacd6b49a339eeb7	256283	validated
fc7bcb4a-a172-4d18-a992-9292060ed9f6	40061da3-4d17-4319-a4a8-22b0fbad9fd9.htseq.counts.gz	4092c0c4ada05b5ba3d8184aaeb7391a	258375	validated
fcc5360f-e79f-4458-b2a9-c902b7b544eb	5eb01b59-7181-491d-9c1e-9903473ad91e.htseq.counts.gz	1ff0ac57d931c77909fa1f40014cfeb9	259233	validated
fd27d631-a58f-45a5-af6f-36753d84a157	5f94c33f-588b-4b6a-9c13-4505b0f94403.htseq.counts.gz	604f907423ff669e803ee07fa6aa1b12	240709	validated
fe8b973d-6588-4436-8869-9b3656757d00	dc0592cf-5a96-4aed-86b2-eb7de5492b7c.htseq.counts.gz	7bec7fd851f2734e5559c73744bbd7a8	256421	validated
ffa1ce78-edba-4e59-9ebc-083f68098726	e3a5afb5-1d0e-499c-a40b-4d7ffe6454e3.htseq.counts.gz	fe095a333181e7d6f6e28855f58e8356	255640	validated
